form	reading	gloss_en	gloss_hi	pos	section	example_ja	example_en	audio_path	vocab_id
つとめる	つとめる	to work for / be employed (ichidan / Group 2; conjugates つとめます, つとめて)	काम करना (कंपनी में)	verb-2	28. Verbs - Group 2 (る-verbs)	ぎんこうに つとめて います。	I work at a bank.		n5.vocab.28-verbs-group-2-verbs.つとめる
する	する	to do	करना	verb-3	29. Verbs - Irregular and する-verbs	しゅくだいを します。	I do my homework.		n5.vocab.29-verbs-irregular-and-v.する
来る	くる	to come	आना	verb-3	29. Verbs - Irregular and する-verbs	友だちが 来ます。	A friend is coming.		n5.vocab.29-verbs-irregular-and-v.来る
べんきょうする	べんきょうする	to study	पढ़ाई करना	verb-3	29. Verbs - Irregular and する-verbs	日本語を べんきょうします。	I study Japanese.		n5.vocab.29-verbs-irregular-and-v.べんきょうする
けっこんする	けっこんする	to get married	विवाह करना	verb-3	29. Verbs - Irregular and する-verbs	らいねん けっこんします。	I'll get married next year.		n5.vocab.29-verbs-irregular-and-v.けっこんする
さんぽする	さんぽする	to take a walk	टहलना	verb-3	29. Verbs - Irregular and する-verbs	まいあさ さんぽします。	I take a walk every morning.		n5.vocab.29-verbs-irregular-and-v.さんぽする
りょこうする	りょこうする	to travel	यात्रा करना	verb-3	29. Verbs - Irregular and する-verbs	夏に りょこうします。	I'll travel in summer.		n5.vocab.29-verbs-irregular-and-v.りょこうする
れんしゅうする	れんしゅうする	to practice	अभ्यास करना	verb-3	29. Verbs - Irregular and する-verbs	まいにち ピアノを れんしゅうします。	I practice piano every day.		n5.vocab.29-verbs-irregular-and-v.れんしゅうする
しつもんする	しつもんする	to ask a question	प्रश्न पूछना	verb-3	29. Verbs - Irregular and する-verbs	先生に しつもんします。	I'll ask the teacher a question.		n5.vocab.29-verbs-irregular-and-v.しつもんする
しごとする	しごとする	to work	काम करना	verb-3	29. Verbs - Irregular and する-verbs	まいにち しごとします。	I work every day.		n5.vocab.29-verbs-irregular-and-v.しごとする
電話する	でんわする	to telephone	फ़ोन करना	verb-3	29. Verbs - Irregular and する-verbs	あとで 電話します。	I'll call later.		n5.vocab.29-verbs-irregular-and-v.電話する
コピーする	コピーする	to copy	फ़ोटोकॉपी करना	verb-3	29. Verbs - Irregular and する-verbs	しょるいを コピーします。	I'll copy the documents.		n5.vocab.29-verbs-irregular-and-v.コピーする
そうじする	そうじする	to clean	सफ़ाई करना	verb-3	29. Verbs - Irregular and する-verbs	日曜日に へやを そうじします。	I clean my room on Sundays.		n5.vocab.29-verbs-irregular-and-v.そうじする
せんたくする	せんたくする	to do laundry	कपड़े धोना	verb-3	29. Verbs - Irregular and する-verbs	せんたくしました。	I did the laundry.		n5.vocab.29-verbs-irregular-and-v.せんたくする
かいものする	かいものする	to go shopping	खरीदारी करना	verb-3	29. Verbs - Irregular and する-verbs	スーパーで かいものします。	I'll shop at the supermarket.		n5.vocab.29-verbs-irregular-and-v.かいものする
ある	ある	to exist (inanimate)	होना (निर्जीव)	verb-1	30. Verbs - Existence and Possession	テーブルに 本が あります。	There is a book on the table.		n5.vocab.30-verbs-existence-and-p.ある
いる	いる	to need (Group 1 exception - looks like Group 2; homophone of existence-いる which is Group 2)	होना (सजीव)	verb-1	30. Verbs - Existence and Possession	へやに ねこが います。	There's a cat in the room.		n5.vocab.30-verbs-existence-and-p.いる.2
やる	やる	to give (down / casual)	देना (अनौ.)	verb-1	30. Verbs - Existence and Possession	しゅくだいを やります。	I'll do my homework.		n5.vocab.30-verbs-existence-and-p.やる
あげる	あげる	to give	देना (बाहर/समान)	verb-2	30. Verbs - Existence and Possession	友だちに プレゼントを あげます。	I'll give a present to a friend.		n5.vocab.30-verbs-existence-and-p.あげる
もらう	もらう	to receive	पाना	verb-1	30. Verbs - Existence and Possession	父に プレゼントを もらいました。	I received a present from my father.		n5.vocab.30-verbs-existence-and-p.もらう
くれる	くれる	to give (to me / us)	देना (मुझे/हमें)	verb-2	30. Verbs - Existence and Possession	父が 本を くれました。	My father gave me a book.		n5.vocab.30-verbs-existence-and-p.くれる
かす	かす	to lend	उधार देना	verb-1	30. Verbs - Existence and Possession	ペンを かして ください。	Please lend me a pen.		n5.vocab.30-verbs-existence-and-p.かす
かえす	かえす	to return (something)	लौटाना (वस्तु)	verb-1	30. Verbs - Existence and Possession	本を かえします。	I'll return the book.		n5.vocab.30-verbs-existence-and-p.かえす
大きい	おおきい	big	बड़ा	i-adj	31. い-Adjectives	この かばんは 大きいです。	This bag is big.		n5.vocab.31-adjectives.大きい
小さい	ちいさい	small	छोटा	i-adj	31. い-Adjectives	ねこは 小さいです。	The cat is small.		n5.vocab.31-adjectives.小さい
新しい	あたらしい	new	नया	i-adj	31. い-Adjectives	新しい 本を 買いました。	I bought a new book.		n5.vocab.31-adjectives.新しい
古い	ふるい	old (not for people)	पुराना	i-adj	31. い-Adjectives	この 古い 家は 百年です。	This old house is 100 years old.		n5.vocab.31-adjectives.古い
わるい	わるい	bad	बुरा	i-adj	31. い-Adjectives	わるい ニュースが あります。	There's bad news.		n5.vocab.31-adjectives.わるい
あつい	あつい	hot (weather; separate adjective from the two below despite shared reading)	गरम (मौसम)	i-adj	31. い-Adjectives	今日は あついです。	It is hot today.		n5.vocab.31-adjectives.あつい
あつい	あつい	hot (to the touch; separate adjective and separate kanji - homophone of the hot-weather one)	गरम (मौसम)	i-adj	31. い-Adjectives	お茶が あついです。気を つけて ください。	The tea is hot. Please be careful.		n5.vocab.31-adjectives.あつい.2
つめたい	つめたい	cold (to touch)	ठंडा (छूने में)	i-adj	31. い-Adjectives	つめたい 水を 飲みます。	I drink cold water.		n5.vocab.31-adjectives.つめたい
高い	たかい	high, tall, expensive	ऊँचा / महँगा	i-adj	31. い-Adjectives	この とけいは 高いです。	This watch is expensive.		n5.vocab.31-adjectives.高い
ひくい	ひくい	low, short (height)	नीचा / छोटा	i-adj	31. い-Adjectives	この いすは ひくいです。	This chair is low.		n5.vocab.31-adjectives.ひくい
安い	やすい	cheap	सस्ता	i-adj	31. い-Adjectives	この 安い かばんを 買います。	I'll buy this cheap bag.		n5.vocab.31-adjectives.安い
長い	ながい	long	लंबा	i-adj	31. い-Adjectives	ながい かみが すきです。	I like long hair.		n5.vocab.31-adjectives.長い
みじかい	みじかい	short (length)	छोटा (लंबाई)	i-adj	31. い-Adjectives	みじかい てがみを 書きました。	I wrote a short letter.		n5.vocab.31-adjectives.みじかい
ひろい	ひろい	wide, spacious	चौड़ा / विशाल	i-adj	31. い-Adjectives	この へやは ひろいです。	This room is spacious.		n5.vocab.31-adjectives.ひろい
せまい	せまい	narrow	सँकरा	i-adj	31. い-Adjectives	わたしの へやは せまいです。	My room is small.		n5.vocab.31-adjectives.せまい
おもい	おもい	heavy	भारी	i-adj	31. い-Adjectives	この かばんは おもいです。	This bag is heavy.		n5.vocab.31-adjectives.おもい
かるい	かるい	light (weight)	हल्का	i-adj	31. い-Adjectives	この かばんは かるいです。	This bag is light.		n5.vocab.31-adjectives.かるい
あつい	あつい	thick (e.g., a thick book; separate adjective and separate kanji - third homophone of the あつい readings above)	मोटा (किताब)	i-adj	31. い-Adjectives	夏は あついです。	Summer is hot.		n5.vocab.31-adjectives.あつい.3
うすい	うすい	thin	पतला	i-adj	31. い-Adjectives	うすい 本を 読みました。	I read a thin book.		n5.vocab.31-adjectives.うすい
ふとい	ふとい	thick (round things)	मोटा (गोल)	i-adj	31. い-Adjectives	ふとい えんぴつを つかいます。	I use a thick pencil.		n5.vocab.31-adjectives.ふとい
ほそい	ほそい	thin (round things)	पतला (गोल)	i-adj	31. い-Adjectives	ほそい みちです。	It's a narrow road.		n5.vocab.31-adjectives.ほそい
つよい	つよい	strong	मज़बूत	i-adj	31. い-Adjectives	かれは つよいです。	He is strong.		n5.vocab.31-adjectives.つよい
よわい	よわい	weak	कमज़ोर	i-adj	31. い-Adjectives	わたしは よわいです。	I am weak.		n5.vocab.31-adjectives.よわい
はやい	はやい	early (time-related) - and separately, はやい - fast (speed-related). Two separate adjectives sharing the kana reading; the kanji disambiguates.	जल्दी / तेज़	i-adj	31. い-Adjectives	しんかんせんは はやいです。	The bullet train is fast.		n5.vocab.31-adjectives.はやい
おそい	おそい	slow, late	धीमा / देर से	i-adj	31. い-Adjectives	バスは おそいです。	The bus is slow.		n5.vocab.31-adjectives.おそい
たのしい	たのしい	fun, enjoyable	मज़ेदार	i-adj	31. い-Adjectives	パーティーは たのしかったです。	The party was fun.		n5.vocab.31-adjectives.たのしい
うれしい	うれしい	happy	ख़ुश	i-adj	31. い-Adjectives	プレゼントを もらって うれしいです。	I'm happy to receive a present.		n5.vocab.31-adjectives.うれしい
かなしい	かなしい	sad	दुखी	i-adj	31. い-Adjectives	友だちが いないと かなしいです。	I'm sad without my friends.		n5.vocab.31-adjectives.かなしい
さびしい	さびしい	lonely	अकेला	i-adj	31. い-Adjectives	一人で さびしいです。	I'm lonely by myself.		n5.vocab.31-adjectives.さびしい
いたい	いたい	painful	दर्द भरा	i-adj	31. い-Adjectives	あたまが いたいです。	My head hurts.		n5.vocab.31-adjectives.いたい
かわいい	かわいい	cute	प्यारा	i-adj	31. い-Adjectives	この ねこは かわいいです。	This cat is cute.		n5.vocab.31-adjectives.かわいい
うつくしい	うつくしい	beautiful	सुंदर	i-adj	31. い-Adjectives	うつくしい 花です。	It's a beautiful flower.		n5.vocab.31-adjectives.うつくしい
きたない	きたない	dirty	गंदा	i-adj	31. い-Adjectives	へやが きたないです。	The room is dirty.		n5.vocab.31-adjectives.きたない
いそがしい	いそがしい	busy	व्यस्त	i-adj	31. い-Adjectives	今週は いそがしいです。	This week is busy.		n5.vocab.31-adjectives.いそがしい
やさしい	やさしい	easy (of a task) - and separately, やさしい - kind / gentle (of a person). Two separate adjectives sharing the kana reading; different kanji distinguish them.	आसान / दयालु	i-adj	31. い-Adjectives	先生は やさしいです。	The teacher is kind.		n5.vocab.31-adjectives.やさしい
むずかしい	むずかしい	difficult	मुश्किल	i-adj	31. い-Adjectives	かんじは むずかしいです。	Kanji is difficult.		n5.vocab.31-adjectives.むずかしい
おもしろい	おもしろい	interesting, funny	दिलचस्प	i-adj	31. い-Adjectives	この えいがは おもしろいです。	This movie is interesting.		n5.vocab.31-adjectives.おもしろい
つまらない	つまらない	boring	उबाऊ	i-adj	31. い-Adjectives	この えいがは つまらないです。	This movie is boring.		n5.vocab.31-adjectives.つまらない
おいしい	おいしい	delicious	स्वादिष्ट	i-adj	31. い-Adjectives	この りんごは おいしいです。	This apple is delicious.		n5.vocab.31-adjectives.おいしい
まずい	まずい	tastes bad	बेस्वाद	i-adj	31. い-Adjectives	この りょうりは まずいです。	This food tastes bad.		n5.vocab.31-adjectives.まずい
あまい	あまい	sweet	मीठा	i-adj	31. い-Adjectives	この ケーキは あまいです。	This cake is sweet.		n5.vocab.31-adjectives.あまい
からい	からい	spicy, salty	तीखा / नमकीन	i-adj	31. い-Adjectives	この りょうりは からいです。	This food is spicy.		n5.vocab.31-adjectives.からい
にがい	にがい	bitter	कड़वा	i-adj	31. い-Adjectives	コーヒーは にがいです。	Coffee is bitter.		n5.vocab.31-adjectives.にがい
おおい	おおい	many	अधिक	i-adj	31. い-Adjectives	きょうは 人が おおいです。	There are many people today.		n5.vocab.31-adjectives.おおい
すくない	すくない	few	कम	i-adj	31. い-Adjectives	お金が すくないです。	I have little money.		n5.vocab.31-adjectives.すくない
ちかい	ちかい	near	पास	i-adj	31. い-Adjectives	えきは ちかいです。	The station is close.		n5.vocab.31-adjectives.ちかい
